feature_id,feature_name,feature_description,product_id,meaningful_floor_events,deep_threshold_events
F01072,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0239,P0239,5771,23084
F01073,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0240,P0240,312407,1249628
F01074,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0240,P0240,13846,55386
F01075,App-ID,App-ID capability delivered within VM-300 SKU-0240,P0240,4719,18879
F01076,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0240,P0240,19804,79218
F01077,Decryption,Decryption capability delivered within VM-300 SKU-0240,P0240,718597,2874389
F01078,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0241,P0241,13759,55037
F01079,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0241,P0241,322341,1289364
F01080,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0241,P0241,15580,62320
F01081,GlobalProtect,GlobalProtect capability delivered within PA-3410 SKU-0241,P0241,155563,622252
F01082,Decryption,Decryption capability delivered within PA-3440 SKU-0242,P0242,15494,61976
F01083,Advanced WildFire,Advanced WildFire capability delivered within PA-3440 SKU-0242,P0242,14933,59732
F01084,App-ID,App-ID capability delivered within PA-3440 SKU-0242,P0242,7346,29385
F01085,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0243,P0243,213410,853640
F01086,SD-WAN,SD-WAN capability delivered within Prisma Access Mobile Users SKU-0243,P0243,370108,1480435
F01087,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0243,P0243,21438,85754
F01088,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0243,P0243,9374,37496
F01089,GlobalProtect,GlobalProtect capability delivered within Prisma Access Mobile Users SKU-0243,P0243,5008,20032
F01090,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Browser SKU-0244,P0244,4807,19228
F01091,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0244,P0244,24526,98107
F01092,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0244,P0244,309725,1238900
F01093,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0244,P0244,677680,2710722
F01094,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0245,P0245,7504,30017
F01095,Decryption,Decryption capability delivered within Prisma Access Remote Networks SKU-0245,P0245,1339403,5357613
F01096,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0245,P0245,23244,92979
F01097,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0245,P0245,239802,959209
F01098,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0245,P0245,11964,47857
F01099,SaaS Security,SaaS Security capability delivered within Prisma Access Remote Networks SKU-0245,P0245,39462,157848
F01100,App-ID,App-ID capability delivered within PA-3410 SKU-0246,P0246,5389,21557
F01101,Decryption,Decryption capability delivered within PA-3410 SKU-0246,P0246,7513,30052
F01102,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0246,P0246,31572,126289
F01103,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0246,P0246,302132,1208529
F01104,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0246,P0246,1319030,5276120
F01105,IoT/OT Security,IoT/OT Security capability delivered within VM-700 SKU-0247,P0247,511160,2044643
F01106,App-ID,App-ID capability delivered within VM-700 SKU-0247,P0247,20319,81277
F01107,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-700 SKU-0247,P0247,13347,53388
F01108,Decryption,Decryption capability delivered within VM-500 SKU-0248,P0248,506757,2027028
F01109,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0248,P0248,11065,44263
F01110,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0248,P0248,27312,109248
F01111,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0248,P0248,20623,82493
F01112,GlobalProtect,GlobalProtect capability delivered within VM-500 SKU-0248,P0248,136350,545402
F01113,Advanced DNS Security,Advanced DNS Security capability delivered within PA-440 SKU-0249,P0249,31158,124635
F01114,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0249,P0249,13999,55997
F01115,Decryption,Decryption capability delivered within PA-440 SKU-0249,P0249,7105,28420
F01116,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0249,P0249,262881,1051524
F01117,App-ID,App-ID capability delivered within PA-440 SKU-0249,P0249,5994,23977
F01118,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0250,P0250,109829,439318
F01119,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0250,P0250,13759,55036
F01120,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0250,P0250,25642,102571
F01121,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0250,P0250,30992,123971
F01122,App-ID,App-ID capability delivered within CN-Series SKU-0250,P0250,12038,48155
F01123,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0250,P0250,258248,1032994
F01124,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0251,P0251,4338,17355
F01125,Advanced DNS Security,Advanced DNS Security capability delivered within PA-440 SKU-0251,P0251,16579,66317
F01126,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0251,P0251,165730,662923
F01127,App-ID,App-ID capability delivered within PA-440 SKU-0251,P0251,9919,39678
F01128,Decryption,Decryption capability delivered within PA-440 SKU-0251,P0251,1314908,5259632
F01129,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0252,P0252,245705,982820
F01130,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0252,P0252,189745,758982
F01131,App-ID,App-ID capability delivered within VM-300 SKU-0252,P0252,16071,64285
F01132,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0252,P0252,552057,2208229
F01133,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0252,P0252,17731,70927
F01134,App-ID,App-ID capability delivered within PA-3410 SKU-0253,P0253,192168,768674
F01135,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0253,P0253,12534,50137
F01136,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0253,P0253,12811,51246
F01137,Decryption,Decryption capability delivered within PA-3410 SKU-0253,P0253,19256,77025
F01138,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-7500 SKU-0254,P0254,13459,53837
F01139,Advanced WildFire,Advanced WildFire capability delivered within PA-7500 SKU-0254,P0254,10605,42420
F01140,GlobalProtect,GlobalProtect capability delivered within PA-7500 SKU-0254,P0254,220935,883740
F01141,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-7500 SKU-0254,P0254,16610,66443
F01142,Decryption,Decryption capability delivered within VM-500 SKU-0255,P0255,24343,97372
F01143,Enterprise DLP,Enterprise DLP capability delivered within VM-500 SKU-0255,P0255,179041,716167
F01144,App-ID,App-ID capability delivered within VM-500 SKU-0255,P0255,818191,3272766
F01145,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0255,P0255,173075,692300
F01146,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0255,P0255,23566,94264
F01147,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0255,P0255,1081445,4325780
F01148,App-ID,App-ID capability delivered within VM-100 SKU-0256,P0256,306825,1227303
F01149,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0256,P0256,388111,1552444
F01150,Decryption,Decryption capability delivered within VM-100 SKU-0256,P0256,14586,58345
F01151,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0257,P0257,631608,2526432
F01152,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0257,P0257,212226,848904
F01153,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0257,P0257,16506,66027
F01154,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0257,P0257,6696,26785
F01155,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0258,P0258,7576,30305
F01156,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0258,P0258,9298,37192
F01157,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0258,P0258,235553,942212
F01158,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0258,P0258,33122,132488
F01159,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0258,P0258,30310,121240
F01160,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0258,P0258,9814,39256
F01161,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0259,P0259,405210,1620842
F01162,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0259,P0259,638709,2554838
F01163,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for AWS SKU-0259,P0259,18882,75529
F01164,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0260,P0260,9364,37458
F01165,Decryption,Decryption capability delivered within Cloud NGFW for Azure SKU-0260,P0260,30036,120144
F01166,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0260,P0260,494560,1978242
F01167,App-ID,App-ID capability delivered within VM-100 SKU-0261,P0261,13544,54177
F01168,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0261,P0261,192272,769089
F01169,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0261,P0261,7946,31785
F01170,Decryption,Decryption capability delivered within VM-100 SKU-0261,P0261,507319,2029276
F01171,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0262,P0262,22693,90773
F01172,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0262,P0262,442066,1768267
F01173,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0262,P0262,9820,39280
F01174,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0262,P0262,15103,60415
F01175,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0262,P0262,11175,44702
F01176,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5445 SKU-0263,P0263,826691,3306764
F01177,Advanced WildFire,Advanced WildFire capability delivered within PA-5445 SKU-0263,P0263,38093,152374
F01178,Decryption,Decryption capability delivered within PA-5445 SKU-0263,P0263,14481,57925
F01179,Enterprise DLP,Enterprise DLP capability delivered within PA-5445 SKU-0263,P0263,539427,2157711
F01180,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5445 SKU-0263,P0263,8802,35208
F01181,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5445 SKU-0263,P0263,7318,29273
F01182,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Mobile Users SKU-0264,P0264,21749,86997
F01183,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0264,P0264,17798,71193
F01184,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0264,P0264,429756,1719027
F01185,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0264,P0264,160729,642916
F01186,SD-WAN,SD-WAN capability delivered within Prisma Access Mobile Users SKU-0264,P0264,7795,31181
F01187,App-ID,App-ID capability delivered within PA-460 SKU-0265,P0265,29333,117335
F01188,Decryption,Decryption capability delivered within PA-460 SKU-0265,P0265,301889,1207556
F01189,IoT/OT Security,IoT/OT Security capability delivered within PA-460 SKU-0265,P0265,39666,158664
F01190,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0266,P0266,296925,1187700
F01191,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0266,P0266,482162,1928649
F01192,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-3410 SKU-0266,P0266,9155,36621
F01193,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0267,P0267,396843,1587375
F01194,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-1410 SKU-0267,P0267,603349,2413399
F01195,Enterprise DLP,Enterprise DLP capability delivered within PA-1410 SKU-0267,P0267,34090,136361
F01196,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0267,P0267,15588,62352
F01197,Advanced WildFire,Advanced WildFire capability delivered within PA-1410 SKU-0267,P0267,222871,891485
F01198,GlobalProtect,GlobalProtect capability delivered within PA-1410 SKU-0267,P0267,23801,95204
F01199,App-ID,App-ID capability delivered within VM-300 SKU-0268,P0268,5126,20504
F01200,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0268,P0268,19692,78769
F01201,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0268,P0268,22986,91947
F01202,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0268,P0268,642094,2568377
F01203,Advanced WildFire,Advanced WildFire capability delivered within VM-300 SKU-0268,P0268,8278,33114
F01204,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0268,P0268,12118,48472
F01205,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0269,P0269,189471,757884
F01206,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-500 SKU-0269,P0269,13886,55545
F01207,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0269,P0269,1104573,4418295
F01208,App-ID,App-ID capability delivered within VM-500 SKU-0269,P0269,9533,38135
F01209,Decryption,Decryption capability delivered within VM-500 SKU-0269,P0269,261556,1046227
F01210,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0269,P0269,7360,29440
F01211,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Mobile Users SKU-0270,P0270,9229,36916
F01212,SaaS Security,SaaS Security capability delivered within Prisma Access Mobile Users SKU-0270,P0270,427193,1708775
F01213,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0270,P0270,27979,111918
F01214,Decryption,Decryption capability delivered within Prisma Access Mobile Users SKU-0270,P0270,249328,997315
F01215,SD-WAN,SD-WAN capability delivered within Prisma Access Mobile Users SKU-0270,P0270,11066,44264
F01216,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Browser SKU-0271,P0271,208588,834355
F01217,GlobalProtect,GlobalProtect capability delivered within Prisma Access Browser SKU-0271,P0271,31815,127260
F01218,App-ID,App-ID capability delivered within Prisma Access Browser SKU-0271,P0271,25078,100312
F01219,Decryption,Decryption capability delivered within Prisma Access Browser SKU-0271,P0271,4599,18399
F01220,SD-WAN,SD-WAN capability delivered within Prisma Access Browser SKU-0271,P0271,12380,49523
F01221,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-100 SKU-0272,P0272,5112,20448
F01222,Advanced DNS Security,Advanced DNS Security capability delivered within VM-100 SKU-0272,P0272,779681,3118727
F01223,Advanced WildFire,Advanced WildFire capability delivered within VM-100 SKU-0272,P0272,262129,1048516
F01224,Decryption,Decryption capability delivered within VM-100 SKU-0272,P0272,10095,40383
F01225,Enterprise DLP,Enterprise DLP capability delivered within VM-100 SKU-0272,P0272,9643,38573
F01226,App-ID,App-ID capability delivered within VM-100 SKU-0272,P0272,156547,626189
F01227,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0273,P0273,228583,914333
F01228,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for AWS SKU-0273,P0273,341537,1366150
F01229,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0273,P0273,39887,159548
F01230,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0273,P0273,15569,62279
F01231,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0273,P0273,20793,83175
F01232,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for AWS SKU-0273,P0273,119392,477568
F01233,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0274,P0274,216508,866034
F01234,Advanced WildFire,Advanced WildFire capability delivered within CN-Series SKU-0274,P0274,739527,2958109
F01235,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0274,P0274,234556,938226
F01236,Decryption,Decryption capability delivered within CN-Series SKU-0274,P0274,269255,1077020
F01237,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for AWS SKU-0275,P0275,4184,16736
F01238,App-ID,App-ID capability delivered within Cloud NGFW for AWS SKU-0275,P0275,25691,102764
F01239,Decryption,Decryption capability delivered within Cloud NGFW for AWS SKU-0275,P0275,25585,102343
F01240,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for AWS SKU-0275,P0275,13218,52875
F01241,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0276,P0276,758915,3035662
F01242,IoT/OT Security,IoT/OT Security capability delivered within VM-500 SKU-0276,P0276,9569,38279
F01243,App-ID,App-ID capability delivered within VM-500 SKU-0276,P0276,25353,101415
F01244,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0276,P0276,18793,75175
F01245,Decryption,Decryption capability delivered within VM-500 SKU-0276,P0276,642235,2568943
F01246,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0277,P0277,18332,73330
F01247,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0277,P0277,447801,1791204
F01248,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0277,P0277,13621,54484
F01249,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0277,P0277,198227,792911
F01250,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-410 SKU-0278,P0278,9146,36584
F01251,Enterprise DLP,Enterprise DLP capability delivered within PA-410 SKU-0278,P0278,322894,1291576
F01252,App-ID,App-ID capability delivered within PA-410 SKU-0278,P0278,33541,134165
F01253,Decryption,Decryption capability delivered within PA-410 SKU-0278,P0278,705675,2822701
F01254,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-410 SKU-0278,P0278,24893,99572
F01255,Advanced WildFire,Advanced WildFire capability delivered within PA-410 SKU-0278,P0278,18253,73012
F01256,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-500 SKU-0279,P0279,26557,106230
F01257,Advanced DNS Security,Advanced DNS Security capability delivered within VM-500 SKU-0279,P0279,23928,95715
F01258,Enterprise DLP,Enterprise DLP capability delivered within VM-500 SKU-0279,P0279,101156,404627
F01259,Decryption,Decryption capability delivered within VM-500 SKU-0279,P0279,8078,32312
F01260,Advanced WildFire,Advanced WildFire capability delivered within VM-500 SKU-0279,P0279,1144383,4577533
F01261,GlobalProtect,GlobalProtect capability delivered within VM-500 SKU-0279,P0279,18835,75340
F01262,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0280,P0280,6919,27679
F01263,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0280,P0280,1372511,5490044
F01264,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0280,P0280,219562,878250
F01265,GlobalProtect,GlobalProtect capability delivered within Prisma Access Remote Networks SKU-0280,P0280,112731,450927
F01266,AI Access Security,AI Access Security capability delivered within Prisma Access Remote Networks SKU-0280,P0280,454946,1819787
F01267,App-ID,App-ID capability delivered within Prisma Access Mobile Users SKU-0281,P0281,136098,544392
F01268,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Mobile Users SKU-0281,P0281,1108854,4435418
F01269,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Mobile Users SKU-0281,P0281,11023,44093
F01270,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0282,P0282,9009,36036
F01271,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-5410 SKU-0282,P0282,667952,2671811
F01272,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-5410 SKU-0282,P0282,14890,59563
F01273,Advanced DNS Security,Advanced DNS Security capability delivered within PA-5410 SKU-0282,P0282,14764,59057
F01274,Decryption,Decryption capability delivered within PA-5410 SKU-0282,P0282,317423,1269694
F01275,App-ID,App-ID capability delivered within PA-5410 SKU-0282,P0282,24417,97671
F01276,Decryption,Decryption capability delivered within PA-1410 SKU-0283,P0283,21810,87243
F01277,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0283,P0283,172165,688661
F01278,IoT/OT Security,IoT/OT Security capability delivered within PA-1410 SKU-0283,P0283,34567,138270
F01279,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0283,P0283,8136,32544
F01280,Advanced WildFire,Advanced WildFire capability delivered within PA-1410 SKU-0283,P0283,9168,36672
F01281,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0284,P0284,21295,85180
F01282,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0284,P0284,817145,3268582
F01283,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0284,P0284,207133,828535
F01284,Advanced URL Filtering,Advanced URL Filtering capability delivered within VM-300 SKU-0285,P0285,28645,114583
F01285,App-ID,App-ID capability delivered within VM-300 SKU-0285,P0285,274122,1096491
F01286,GlobalProtect,GlobalProtect capability delivered within VM-300 SKU-0285,P0285,24055,96221
F01287,Advanced DNS Security,Advanced DNS Security capability delivered within VM-300 SKU-0285,P0285,15581,62324
F01288,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-300 SKU-0285,P0285,117613,470455
F01289,Decryption,Decryption capability delivered within VM-300 SKU-0285,P0285,3857,15429
F01290,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0286,P0286,15523,62094
F01291,Decryption,Decryption capability delivered within CN-Series SKU-0286,P0286,27643,110572
F01292,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0286,P0286,25494,101976
F01293,App-ID,App-ID capability delivered within CN-Series SKU-0286,P0286,10155,40621
F01294,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0286,P0286,392704,1570816
F01295,Advanced DNS Security,Advanced DNS Security capability delivered within PA-1410 SKU-0287,P0287,20241,80965
F01296,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-1410 SKU-0287,P0287,113823,455293
F01297,App-ID,App-ID capability delivered within PA-1410 SKU-0287,P0287,15254,61017
F01298,Decryption,Decryption capability delivered within PA-1410 SKU-0287,P0287,5070,20280
F01299,IoT/OT Security,IoT/OT Security capability delivered within PA-1410 SKU-0287,P0287,15495,61983
F01300,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-1410 SKU-0287,P0287,157615,630463
F01301,App-ID,App-ID capability delivered within VM-700 SKU-0288,P0288,829243,3316972
F01302,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within VM-700 SKU-0288,P0288,6396,25586
F01303,Enterprise DLP,Enterprise DLP capability delivered within VM-700 SKU-0288,P0288,335131,1340524
F01304,IoT/OT Security,IoT/OT Security capability delivered within VM-700 SKU-0288,P0288,212673,850695
F01305,Advanced WildFire,Advanced WildFire capability delivered within VM-700 SKU-0288,P0288,9326,37305
F01306,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0289,P0289,1386191,5544766
F01307,Decryption,Decryption capability delivered within CN-Series SKU-0289,P0289,319991,1279964
F01308,App-ID,App-ID capability delivered within CN-Series SKU-0289,P0289,395214,1580858
F01309,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0289,P0289,180882,723530
F01310,GlobalProtect,GlobalProtect capability delivered within CN-Series SKU-0290,P0290,17395,69582
F01311,Advanced DNS Security,Advanced DNS Security capability delivered within CN-Series SKU-0290,P0290,11274,45097
F01312,Enterprise DLP,Enterprise DLP capability delivered within CN-Series SKU-0290,P0290,192270,769082
F01313,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within CN-Series SKU-0290,P0290,242471,969887
F01314,Decryption,Decryption capability delivered within CN-Series SKU-0290,P0290,5140,20560
F01315,Advanced URL Filtering,Advanced URL Filtering capability delivered within CN-Series SKU-0290,P0290,25844,103376
F01316,App-ID,App-ID capability delivered within PA-440 SKU-0291,P0291,30951,123807
F01317,Advanced WildFire,Advanced WildFire capability delivered within PA-440 SKU-0291,P0291,12317,49271
F01318,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-440 SKU-0291,P0291,8344,33377
F01319,Enterprise DLP,Enterprise DLP capability delivered within PA-440 SKU-0291,P0291,242492,969968
F01320,Decryption,Decryption capability delivered within PA-440 SKU-0291,P0291,24753,99013
F01321,Advanced DNS Security,Advanced DNS Security capability delivered within PA-460 SKU-0292,P0292,263361,1053444
F01322,Advanced URL Filtering,Advanced URL Filtering capability delivered within PA-460 SKU-0292,P0292,7171,28684
F01323,App-ID,App-ID capability delivered within PA-460 SKU-0292,P0292,14025,56102
F01324,Decryption,Decryption capability delivered within PA-460 SKU-0292,P0292,787599,3150397
F01325,Advanced URL Filtering,Advanced URL Filtering capability delivered within Prisma Access Remote Networks SKU-0293,P0293,523797,2095188
F01326,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0293,P0293,382138,1528554
F01327,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0293,P0293,6842,27371
F01328,Enterprise DLP,Enterprise DLP capability delivered within Prisma Access Remote Networks SKU-0293,P0293,241707,966830
F01329,Advanced WildFire,Advanced WildFire capability delivered within Prisma Access Remote Networks SKU-0293,P0293,15469,61879
F01330,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within PA-3410 SKU-0294,P0294,131768,527075
F01331,App-ID,App-ID capability delivered within PA-3410 SKU-0294,P0294,22068,88272
F01332,Advanced DNS Security,Advanced DNS Security capability delivered within PA-3410 SKU-0294,P0294,314208,1256833
F01333,Advanced WildFire,Advanced WildFire capability delivered within PA-3410 SKU-0294,P0294,11026,44107
F01334,GlobalProtect,GlobalProtect capability delivered within PA-3410 SKU-0294,P0294,18064,72258
F01335,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Prisma Access Remote Networks SKU-0295,P0295,222961,891847
F01336,App-ID,App-ID capability delivered within Prisma Access Remote Networks SKU-0295,P0295,32666,130667
F01337,Advanced DNS Security,Advanced DNS Security capability delivered within Prisma Access Remote Networks SKU-0295,P0295,12773,51092
F01338,Advanced WildFire,Advanced WildFire capability delivered within Cloud NGFW for Azure SKU-0296,P0296,199406,797627
F01339,Advanced DNS Security,Advanced DNS Security capability delivered within Cloud NGFW for Azure SKU-0296,P0296,16658,66635
F01340,Advanced Threat Prevention,Advanced Threat Prevention capability delivered within Cloud NGFW for Azure SKU-0296,P0296,30888,123555
F01341,Enterprise DLP,Enterprise DLP capability delivered within Cloud NGFW for Azure SKU-0296,P0296,30527,122111
F01342,App-ID,App-ID capability delivered within Cloud NGFW for Azure SKU-0296,P0296,10457,41829
F01343,Advanced URL Filtering,Advanced URL Filtering capability delivered within Cloud NGFW for Azure SKU-0296,P0296,700271,2801085
F01344,Advanced WildFire,Advanced WildFire capability delivered within PA-5410 SKU-0297,P0297,20664,82658
F01345,Enterprise DLP,Enterprise DLP capability delivered within PA-5410 SKU-0297,P0297,147985,591941
