adoption_id,cust_id,entitlement_id,product_id,feature_id,month,usage_events
A0013337,C0055,E00256,P0160,F00715,2026-06-01,0
A0013338,C0055,E00256,P0160,F00716,2025-09-01,0
A0013339,C0055,E00256,P0160,F00716,2025-10-01,0
A0013340,C0055,E00256,P0160,F00716,2025-11-01,0
A0013341,C0055,E00256,P0160,F00716,2025-12-01,0
A0013342,C0055,E00256,P0160,F00716,2026-01-01,0
A0013343,C0055,E00256,P0160,F00716,2026-02-01,0
A0013344,C0055,E00256,P0160,F00716,2026-03-01,0
A0013345,C0055,E00256,P0160,F00716,2026-04-01,0
A0013346,C0055,E00256,P0160,F00716,2026-05-01,0
A0013347,C0055,E00256,P0160,F00716,2026-06-01,0
A0013348,C0055,E00256,P0160,F00717,2025-09-01,0
A0013349,C0055,E00256,P0160,F00717,2025-10-01,0
A0013350,C0055,E00256,P0160,F00717,2025-11-01,0
A0013351,C0055,E00256,P0160,F00717,2025-12-01,0
A0013352,C0055,E00256,P0160,F00717,2026-01-01,0
A0013353,C0055,E00256,P0160,F00717,2026-02-01,0
A0013354,C0055,E00256,P0160,F00717,2026-03-01,0
A0013355,C0055,E00256,P0160,F00717,2026-04-01,0
A0013356,C0055,E00256,P0160,F00717,2026-05-01,0
A0013357,C0055,E00256,P0160,F00717,2026-06-01,0
A0013358,C0055,E00256,P0160,F00718,2025-09-01,0
A0013359,C0055,E00256,P0160,F00718,2025-10-01,0
A0013360,C0055,E00256,P0160,F00718,2025-11-01,0
A0013361,C0055,E00256,P0160,F00718,2025-12-01,0
A0013362,C0055,E00256,P0160,F00718,2026-01-01,0
A0013363,C0055,E00256,P0160,F00718,2026-02-01,0
A0013364,C0055,E00256,P0160,F00718,2026-03-01,0
A0013365,C0055,E00256,P0160,F00718,2026-04-01,0
A0013366,C0055,E00256,P0160,F00718,2026-05-01,0
A0013367,C0055,E00256,P0160,F00718,2026-06-01,0
A0013368,C0055,E00257,P0473,F02141,2025-10-01,0
A0013369,C0055,E00257,P0473,F02141,2025-11-01,0
A0013370,C0055,E00257,P0473,F02141,2025-12-01,0
A0013371,C0055,E00257,P0473,F02141,2026-01-01,0
A0013372,C0055,E00257,P0473,F02141,2026-02-01,0
A0013373,C0055,E00257,P0473,F02141,2026-03-01,0
A0013374,C0055,E00257,P0473,F02141,2026-04-01,0
A0013375,C0055,E00257,P0473,F02141,2026-05-01,0
A0013376,C0055,E00257,P0473,F02141,2026-06-01,0
A0013377,C0055,E00257,P0473,F02142,2025-10-01,0
A0013378,C0055,E00257,P0473,F02142,2025-11-01,0
A0013379,C0055,E00257,P0473,F02142,2025-12-01,0
A0013380,C0055,E00257,P0473,F02142,2026-01-01,0
A0013381,C0055,E00257,P0473,F02142,2026-02-01,0
A0013382,C0055,E00257,P0473,F02142,2026-03-01,0
A0013383,C0055,E00257,P0473,F02142,2026-04-01,0
A0013384,C0055,E00257,P0473,F02142,2026-05-01,0
A0013385,C0055,E00257,P0473,F02142,2026-06-01,0
A0013386,C0055,E00257,P0473,F02143,2025-10-01,0
A0013387,C0055,E00257,P0473,F02143,2025-11-01,0
A0013388,C0055,E00257,P0473,F02143,2025-12-01,0
A0013389,C0055,E00257,P0473,F02143,2026-01-01,0
A0013390,C0055,E00257,P0473,F02143,2026-02-01,0
A0013391,C0055,E00257,P0473,F02143,2026-03-01,0
A0013392,C0055,E00257,P0473,F02143,2026-04-01,0
A0013393,C0055,E00257,P0473,F02143,2026-05-01,0
A0013394,C0055,E00257,P0473,F02143,2026-06-01,0
A0013395,C0055,E00257,P0473,F02144,2025-10-01,0
A0013396,C0055,E00257,P0473,F02144,2025-11-01,0
A0013397,C0055,E00257,P0473,F02144,2025-12-01,0
A0013398,C0055,E00257,P0473,F02144,2026-01-01,0
A0013399,C0055,E00257,P0473,F02144,2026-02-01,0
A0013400,C0055,E00257,P0473,F02144,2026-03-01,0
A0013401,C0055,E00257,P0473,F02144,2026-04-01,0
A0013402,C0055,E00257,P0473,F02144,2026-05-01,0
A0013403,C0055,E00257,P0473,F02144,2026-06-01,0
A0013404,C0055,E00258,P0136,F00610,2025-07-01,0
A0013405,C0055,E00258,P0136,F00610,2025-08-01,0
A0013406,C0055,E00258,P0136,F00610,2025-09-01,0
A0013407,C0055,E00258,P0136,F00610,2025-10-01,0
A0013408,C0055,E00258,P0136,F00610,2025-11-01,0
A0013409,C0055,E00258,P0136,F00610,2025-12-01,0
A0013410,C0055,E00258,P0136,F00610,2026-01-01,0
A0013411,C0055,E00258,P0136,F00610,2026-02-01,0
A0013412,C0055,E00258,P0136,F00610,2026-03-01,0
A0013413,C0055,E00258,P0136,F00610,2026-04-01,0
A0013414,C0055,E00258,P0136,F00610,2026-05-01,0
A0013415,C0055,E00258,P0136,F00610,2026-06-01,0
A0013416,C0055,E00258,P0136,F00611,2025-07-01,0
A0013417,C0055,E00258,P0136,F00611,2025-08-01,0
A0013418,C0055,E00258,P0136,F00611,2025-09-01,0
A0013419,C0055,E00258,P0136,F00611,2025-10-01,0
A0013420,C0055,E00258,P0136,F00611,2025-11-01,0
A0013421,C0055,E00258,P0136,F00611,2025-12-01,0
A0013422,C0055,E00258,P0136,F00611,2026-01-01,0
A0013423,C0055,E00258,P0136,F00611,2026-02-01,0
A0013424,C0055,E00258,P0136,F00611,2026-03-01,0
A0013425,C0055,E00258,P0136,F00611,2026-04-01,0
A0013426,C0055,E00258,P0136,F00611,2026-05-01,0
A0013427,C0055,E00258,P0136,F00611,2026-06-01,0
A0013428,C0055,E00258,P0136,F00612,2025-07-01,0
A0013429,C0055,E00258,P0136,F00612,2025-08-01,0
A0013430,C0055,E00258,P0136,F00612,2025-09-01,0
A0013431,C0055,E00258,P0136,F00612,2025-10-01,0
A0013432,C0055,E00258,P0136,F00612,2025-11-01,0
A0013433,C0055,E00258,P0136,F00612,2025-12-01,0
A0013434,C0055,E00258,P0136,F00612,2026-01-01,0
A0013435,C0055,E00258,P0136,F00612,2026-02-01,0
A0013436,C0055,E00258,P0136,F00612,2026-03-01,0
A0013437,C0055,E00258,P0136,F00612,2026-04-01,0
A0013438,C0055,E00258,P0136,F00612,2026-05-01,0
A0013439,C0055,E00258,P0136,F00612,2026-06-01,0
A0013440,C0055,E00258,P0136,F00613,2025-07-01,0
A0013441,C0055,E00258,P0136,F00613,2025-08-01,0
A0013442,C0055,E00258,P0136,F00613,2025-09-01,0
A0013443,C0055,E00258,P0136,F00613,2025-10-01,0
A0013444,C0055,E00258,P0136,F00613,2025-11-01,0
A0013445,C0055,E00258,P0136,F00613,2025-12-01,0
A0013446,C0055,E00258,P0136,F00613,2026-01-01,0
A0013447,C0055,E00258,P0136,F00613,2026-02-01,0
A0013448,C0055,E00258,P0136,F00613,2026-03-01,0
A0013449,C0055,E00258,P0136,F00613,2026-04-01,0
A0013450,C0055,E00258,P0136,F00613,2026-05-01,0
A0013451,C0055,E00258,P0136,F00613,2026-06-01,0
A0013452,C0055,E00258,P0136,F00614,2025-07-01,0
A0013453,C0055,E00258,P0136,F00614,2025-08-01,0
A0013454,C0055,E00258,P0136,F00614,2025-09-01,0
A0013455,C0055,E00258,P0136,F00614,2025-10-01,0
A0013456,C0055,E00258,P0136,F00614,2025-11-01,0
A0013457,C0055,E00258,P0136,F00614,2025-12-01,0
A0013458,C0055,E00258,P0136,F00614,2026-01-01,0
A0013459,C0055,E00258,P0136,F00614,2026-02-01,0
A0013460,C0055,E00258,P0136,F00614,2026-03-01,0
A0013461,C0055,E00258,P0136,F00614,2026-04-01,0
A0013462,C0055,E00258,P0136,F00614,2026-05-01,0
A0013463,C0055,E00258,P0136,F00614,2026-06-01,0
A0013464,C0055,E00259,P0114,F00518,2025-07-01,0
A0013465,C0055,E00259,P0114,F00518,2025-08-01,0
A0013466,C0055,E00259,P0114,F00518,2025-09-01,0
A0013467,C0055,E00259,P0114,F00518,2025-10-01,0
A0013468,C0055,E00259,P0114,F00518,2025-11-01,0
A0013469,C0055,E00259,P0114,F00518,2025-12-01,0
A0013470,C0055,E00259,P0114,F00518,2026-01-01,0
A0013471,C0055,E00259,P0114,F00518,2026-02-01,0
A0013472,C0055,E00259,P0114,F00518,2026-03-01,0
A0013473,C0055,E00259,P0114,F00518,2026-04-01,0
A0013474,C0055,E00259,P0114,F00518,2026-05-01,0
A0013475,C0055,E00259,P0114,F00518,2026-06-01,0
A0013476,C0055,E00259,P0114,F00519,2025-07-01,0
A0013477,C0055,E00259,P0114,F00519,2025-08-01,0
A0013478,C0055,E00259,P0114,F00519,2025-09-01,0
A0013479,C0055,E00259,P0114,F00519,2025-10-01,0
A0013480,C0055,E00259,P0114,F00519,2025-11-01,0
A0013481,C0055,E00259,P0114,F00519,2025-12-01,0
A0013482,C0055,E00259,P0114,F00519,2026-01-01,0
A0013483,C0055,E00259,P0114,F00519,2026-02-01,0
A0013484,C0055,E00259,P0114,F00519,2026-03-01,0
A0013485,C0055,E00259,P0114,F00519,2026-04-01,0
A0013486,C0055,E00259,P0114,F00519,2026-05-01,0
A0013487,C0055,E00259,P0114,F00519,2026-06-01,0
A0013488,C0055,E00259,P0114,F00520,2025-07-01,0
A0013489,C0055,E00259,P0114,F00520,2025-08-01,0
A0013490,C0055,E00259,P0114,F00520,2025-09-01,0
A0013491,C0055,E00259,P0114,F00520,2025-10-01,0
A0013492,C0055,E00259,P0114,F00520,2025-11-01,0
A0013493,C0055,E00259,P0114,F00520,2025-12-01,0
A0013494,C0055,E00259,P0114,F00520,2026-01-01,0
A0013495,C0055,E00259,P0114,F00520,2026-02-01,0
A0013496,C0055,E00259,P0114,F00520,2026-03-01,0
A0013497,C0055,E00259,P0114,F00520,2026-04-01,0
A0013498,C0055,E00259,P0114,F00520,2026-05-01,0
A0013499,C0055,E00259,P0114,F00520,2026-06-01,0
A0013500,C0055,E00259,P0114,F00521,2025-07-01,0
A0013501,C0055,E00259,P0114,F00521,2025-08-01,0
A0013502,C0055,E00259,P0114,F00521,2025-09-01,0
A0013503,C0055,E00259,P0114,F00521,2025-10-01,0
A0013504,C0055,E00259,P0114,F00521,2025-11-01,0
A0013505,C0055,E00259,P0114,F00521,2025-12-01,0
A0013506,C0055,E00259,P0114,F00521,2026-01-01,0
A0013507,C0055,E00259,P0114,F00521,2026-02-01,0
A0013508,C0055,E00259,P0114,F00521,2026-03-01,0
A0013509,C0055,E00259,P0114,F00521,2026-04-01,0
A0013510,C0055,E00259,P0114,F00521,2026-05-01,0
A0013511,C0055,E00259,P0114,F00521,2026-06-01,0
A0013512,C0055,E00260,P0093,F00428,2025-07-01,0
A0013513,C0055,E00260,P0093,F00428,2025-08-01,0
A0013514,C0055,E00260,P0093,F00428,2025-09-01,0
A0013515,C0055,E00260,P0093,F00428,2025-10-01,0
A0013516,C0055,E00260,P0093,F00428,2025-11-01,0
A0013517,C0055,E00260,P0093,F00428,2025-12-01,0
A0013518,C0055,E00260,P0093,F00428,2026-01-01,0
A0013519,C0055,E00260,P0093,F00428,2026-02-01,0
A0013520,C0055,E00260,P0093,F00428,2026-03-01,0
A0013521,C0055,E00260,P0093,F00428,2026-04-01,0
A0013522,C0055,E00260,P0093,F00428,2026-05-01,0
A0013523,C0055,E00260,P0093,F00428,2026-06-01,0
A0013524,C0055,E00260,P0093,F00429,2025-07-01,0
A0013525,C0055,E00260,P0093,F00429,2025-08-01,0
A0013526,C0055,E00260,P0093,F00429,2025-09-01,0
A0013527,C0055,E00260,P0093,F00429,2025-10-01,0
A0013528,C0055,E00260,P0093,F00429,2025-11-01,0
A0013529,C0055,E00260,P0093,F00429,2025-12-01,0
A0013530,C0055,E00260,P0093,F00429,2026-01-01,0
A0013531,C0055,E00260,P0093,F00429,2026-02-01,0
A0013532,C0055,E00260,P0093,F00429,2026-03-01,0
A0013533,C0055,E00260,P0093,F00429,2026-04-01,0
A0013534,C0055,E00260,P0093,F00429,2026-05-01,0
A0013535,C0055,E00260,P0093,F00429,2026-06-01,0
A0013536,C0055,E00260,P0093,F00430,2025-07-01,0
A0013537,C0055,E00260,P0093,F00430,2025-08-01,0
A0013538,C0055,E00260,P0093,F00430,2025-09-01,0
A0013539,C0055,E00260,P0093,F00430,2025-10-01,0
A0013540,C0055,E00260,P0093,F00430,2025-11-01,0
A0013541,C0055,E00260,P0093,F00430,2025-12-01,0
A0013542,C0055,E00260,P0093,F00430,2026-01-01,0
A0013543,C0055,E00260,P0093,F00430,2026-02-01,0
A0013544,C0055,E00260,P0093,F00430,2026-03-01,0
A0013545,C0055,E00260,P0093,F00430,2026-04-01,0
A0013546,C0055,E00260,P0093,F00430,2026-05-01,0
A0013547,C0055,E00260,P0093,F00430,2026-06-01,0
A0013548,C0055,E00260,P0093,F00431,2025-07-01,0
A0013549,C0055,E00260,P0093,F00431,2025-08-01,0
A0013550,C0055,E00260,P0093,F00431,2025-09-01,0
A0013551,C0055,E00260,P0093,F00431,2025-10-01,0
A0013552,C0055,E00260,P0093,F00431,2025-11-01,0
A0013553,C0055,E00260,P0093,F00431,2025-12-01,0
A0013554,C0055,E00260,P0093,F00431,2026-01-01,0
A0013555,C0055,E00260,P0093,F00431,2026-02-01,0
A0013556,C0055,E00260,P0093,F00431,2026-03-01,0
A0013557,C0055,E00260,P0093,F00431,2026-04-01,0
A0013558,C0055,E00260,P0093,F00431,2026-05-01,0
A0013559,C0055,E00260,P0093,F00431,2026-06-01,0
A0013560,C0055,E00260,P0093,F00432,2025-07-01,0
A0013561,C0055,E00260,P0093,F00432,2025-08-01,0
A0013562,C0055,E00260,P0093,F00432,2025-09-01,0
A0013563,C0055,E00260,P0093,F00432,2025-10-01,0
A0013564,C0055,E00260,P0093,F00432,2025-11-01,0
A0013565,C0055,E00260,P0093,F00432,2025-12-01,0
A0013566,C0055,E00260,P0093,F00432,2026-01-01,0
A0013567,C0055,E00260,P0093,F00432,2026-02-01,0
A0013568,C0055,E00260,P0093,F00432,2026-03-01,0
A0013569,C0055,E00260,P0093,F00432,2026-04-01,0
A0013570,C0055,E00260,P0093,F00432,2026-05-01,0
A0013571,C0055,E00260,P0093,F00432,2026-06-01,0
A0013572,C0055,E00261,P0108,F00493,2025-09-01,0
A0013573,C0055,E00261,P0108,F00493,2025-10-01,0
A0013574,C0055,E00261,P0108,F00493,2025-11-01,0
A0013575,C0055,E00261,P0108,F00493,2025-12-01,0
A0013576,C0055,E00261,P0108,F00493,2026-01-01,0
A0013577,C0055,E00261,P0108,F00493,2026-02-01,0
A0013578,C0055,E00261,P0108,F00493,2026-03-01,0
A0013579,C0055,E00261,P0108,F00493,2026-04-01,0
A0013580,C0055,E00261,P0108,F00493,2026-05-01,0
A0013581,C0055,E00261,P0108,F00493,2026-06-01,0
A0013582,C0055,E00261,P0108,F00494,2025-09-01,0
A0013583,C0055,E00261,P0108,F00494,2025-10-01,0
A0013584,C0055,E00261,P0108,F00494,2025-11-01,0
A0013585,C0055,E00261,P0108,F00494,2025-12-01,0
A0013586,C0055,E00261,P0108,F00494,2026-01-01,0
A0013587,C0055,E00261,P0108,F00494,2026-02-01,0
A0013588,C0055,E00261,P0108,F00494,2026-03-01,0
A0013589,C0055,E00261,P0108,F00494,2026-04-01,0
A0013590,C0055,E00261,P0108,F00494,2026-05-01,0
A0013591,C0055,E00261,P0108,F00494,2026-06-01,0
A0013592,C0055,E00261,P0108,F00495,2025-09-01,0
A0013593,C0055,E00261,P0108,F00495,2025-10-01,0
A0013594,C0055,E00261,P0108,F00495,2025-11-01,0
A0013595,C0055,E00261,P0108,F00495,2025-12-01,0
A0013596,C0055,E00261,P0108,F00495,2026-01-01,0
A0013597,C0055,E00261,P0108,F00495,2026-02-01,0
A0013598,C0055,E00261,P0108,F00495,2026-03-01,0
A0013599,C0055,E00261,P0108,F00495,2026-04-01,0
A0013600,C0055,E00261,P0108,F00495,2026-05-01,0
A0013601,C0055,E00261,P0108,F00495,2026-06-01,0
A0013602,C0055,E00261,P0108,F00496,2025-09-01,0
A0013603,C0055,E00261,P0108,F00496,2025-10-01,0
A0013604,C0055,E00261,P0108,F00496,2025-11-01,0
A0013605,C0055,E00261,P0108,F00496,2025-12-01,0
A0013606,C0055,E00261,P0108,F00496,2026-01-01,0
A0013607,C0055,E00261,P0108,F00496,2026-02-01,0
A0013608,C0055,E00261,P0108,F00496,2026-03-01,0
A0013609,C0055,E00261,P0108,F00496,2026-04-01,0
A0013610,C0055,E00261,P0108,F00496,2026-05-01,0
A0013611,C0055,E00261,P0108,F00496,2026-06-01,0
A0013612,C0055,E00261,P0108,F00497,2025-09-01,0
A0013613,C0055,E00261,P0108,F00497,2025-10-01,0
A0013614,C0055,E00261,P0108,F00497,2025-11-01,0
A0013615,C0055,E00261,P0108,F00497,2025-12-01,0
A0013616,C0055,E00261,P0108,F00497,2026-01-01,0
A0013617,C0055,E00261,P0108,F00497,2026-02-01,0
A0013618,C0055,E00261,P0108,F00497,2026-03-01,0
A0013619,C0055,E00261,P0108,F00497,2026-04-01,0
A0013620,C0055,E00261,P0108,F00497,2026-05-01,0
A0013621,C0055,E00261,P0108,F00497,2026-06-01,0
A0013622,C0055,E00262,P0482,F02178,2025-07-01,0
A0013623,C0055,E00262,P0482,F02178,2025-08-01,0
A0013624,C0055,E00262,P0482,F02178,2025-09-01,0
A0013625,C0055,E00262,P0482,F02178,2025-10-01,0
A0013626,C0055,E00262,P0482,F02178,2025-11-01,0
A0013627,C0055,E00262,P0482,F02178,2025-12-01,0
A0013628,C0055,E00262,P0482,F02178,2026-01-01,0
A0013629,C0055,E00262,P0482,F02178,2026-02-01,0
A0013630,C0055,E00262,P0482,F02178,2026-03-01,0
A0013631,C0055,E00262,P0482,F02178,2026-04-01,0
A0013632,C0055,E00262,P0482,F02178,2026-05-01,0
A0013633,C0055,E00262,P0482,F02178,2026-06-01,0
A0013634,C0055,E00262,P0482,F02179,2025-07-01,0
A0013635,C0055,E00262,P0482,F02179,2025-08-01,0
A0013636,C0055,E00262,P0482,F02179,2025-09-01,0
A0013637,C0055,E00262,P0482,F02179,2025-10-01,0
A0013638,C0055,E00262,P0482,F02179,2025-11-01,0
A0013639,C0055,E00262,P0482,F02179,2025-12-01,0
A0013640,C0055,E00262,P0482,F02179,2026-01-01,0
A0013641,C0055,E00262,P0482,F02179,2026-02-01,0
A0013642,C0055,E00262,P0482,F02179,2026-03-01,0
A0013643,C0055,E00262,P0482,F02179,2026-04-01,0
A0013644,C0055,E00262,P0482,F02179,2026-05-01,0
A0013645,C0055,E00262,P0482,F02179,2026-06-01,0
A0013646,C0055,E00262,P0482,F02180,2025-07-01,0
A0013647,C0055,E00262,P0482,F02180,2025-08-01,0
A0013648,C0055,E00262,P0482,F02180,2025-09-01,0
A0013649,C0055,E00262,P0482,F02180,2025-10-01,0
A0013650,C0055,E00262,P0482,F02180,2025-11-01,0
A0013651,C0055,E00262,P0482,F02180,2025-12-01,0
A0013652,C0055,E00262,P0482,F02180,2026-01-01,0
A0013653,C0055,E00262,P0482,F02180,2026-02-01,0
A0013654,C0055,E00262,P0482,F02180,2026-03-01,0
A0013655,C0055,E00262,P0482,F02180,2026-04-01,0
A0013656,C0055,E00262,P0482,F02180,2026-05-01,0
A0013657,C0055,E00262,P0482,F02180,2026-06-01,0
A0013658,C0055,E00262,P0482,F02181,2025-07-01,0
A0013659,C0055,E00262,P0482,F02181,2025-08-01,0
A0013660,C0055,E00262,P0482,F02181,2025-09-01,0
A0013661,C0055,E00262,P0482,F02181,2025-10-01,0
A0013662,C0055,E00262,P0482,F02181,2025-11-01,0
A0013663,C0055,E00262,P0482,F02181,2025-12-01,0
A0013664,C0055,E00262,P0482,F02181,2026-01-01,0
A0013665,C0055,E00262,P0482,F02181,2026-02-01,0
A0013666,C0055,E00262,P0482,F02181,2026-03-01,0
A0013667,C0055,E00262,P0482,F02181,2026-04-01,0
A0013668,C0055,E00262,P0482,F02181,2026-05-01,0
A0013669,C0055,E00262,P0482,F02181,2026-06-01,0
A0013670,C0056,E00263,P0419,F01898,2025-07-01,0
A0013671,C0056,E00263,P0419,F01898,2025-08-01,0
A0013672,C0056,E00263,P0419,F01898,2025-09-01,0
A0013673,C0056,E00263,P0419,F01898,2025-10-01,0
A0013674,C0056,E00263,P0419,F01898,2025-11-01,0
A0013675,C0056,E00263,P0419,F01898,2025-12-01,0
A0013676,C0056,E00263,P0419,F01898,2026-01-01,0
A0013677,C0056,E00263,P0419,F01898,2026-02-01,0
A0013678,C0056,E00263,P0419,F01898,2026-03-01,0
A0013679,C0056,E00263,P0419,F01898,2026-04-01,0
A0013680,C0056,E00263,P0419,F01898,2026-05-01,0
A0013681,C0056,E00263,P0419,F01898,2026-06-01,0
A0013682,C0056,E00263,P0419,F01899,2025-07-01,0
A0013683,C0056,E00263,P0419,F01899,2025-08-01,0
A0013684,C0056,E00263,P0419,F01899,2025-09-01,0
A0013685,C0056,E00263,P0419,F01899,2025-10-01,0
A0013686,C0056,E00263,P0419,F01899,2025-11-01,0
A0013687,C0056,E00263,P0419,F01899,2025-12-01,0
A0013688,C0056,E00263,P0419,F01899,2026-01-01,0
A0013689,C0056,E00263,P0419,F01899,2026-02-01,0
A0013690,C0056,E00263,P0419,F01899,2026-03-01,0
A0013691,C0056,E00263,P0419,F01899,2026-04-01,0
A0013692,C0056,E00263,P0419,F01899,2026-05-01,0
A0013693,C0056,E00263,P0419,F01899,2026-06-01,0
A0013694,C0056,E00263,P0419,F01900,2025-07-01,107383
A0013695,C0056,E00263,P0419,F01900,2025-08-01,68536
A0013696,C0056,E00263,P0419,F01900,2025-09-01,43277
A0013697,C0056,E00263,P0419,F01900,2025-10-01,90387
A0013698,C0056,E00263,P0419,F01900,2025-11-01,89165
A0013699,C0056,E00263,P0419,F01900,2025-12-01,59846
A0013700,C0056,E00263,P0419,F01900,2026-01-01,80532
A0013701,C0056,E00263,P0419,F01900,2026-02-01,26697
A0013702,C0056,E00263,P0419,F01900,2026-03-01,49478
A0013703,C0056,E00263,P0419,F01900,2026-04-01,99370
A0013704,C0056,E00263,P0419,F01900,2026-05-01,44481
A0013705,C0056,E00263,P0419,F01900,2026-06-01,101408
A0013706,C0056,E00264,P0208,F00924,2025-07-01,0
A0013707,C0056,E00264,P0208,F00924,2025-08-01,0
A0013708,C0056,E00264,P0208,F00924,2025-09-01,0
A0013709,C0056,E00264,P0208,F00924,2025-10-01,0
A0013710,C0056,E00264,P0208,F00924,2025-11-01,74496
A0013711,C0056,E00264,P0208,F00924,2025-12-01,75723
A0013712,C0056,E00264,P0208,F00924,2026-01-01,58552
A0013713,C0056,E00264,P0208,F00924,2026-02-01,47041
A0013714,C0056,E00264,P0208,F00924,2026-03-01,64379
A0013715,C0056,E00264,P0208,F00924,2026-04-01,68975
A0013716,C0056,E00264,P0208,F00924,2026-05-01,59307
A0013717,C0056,E00264,P0208,F00924,2026-06-01,23408
A0013718,C0056,E00264,P0208,F00925,2025-07-01,0
A0013719,C0056,E00264,P0208,F00925,2025-08-01,0
A0013720,C0056,E00264,P0208,F00925,2025-09-01,0
A0013721,C0056,E00264,P0208,F00925,2025-10-01,0
A0013722,C0056,E00264,P0208,F00925,2025-11-01,0
A0013723,C0056,E00264,P0208,F00925,2025-12-01,0
A0013724,C0056,E00264,P0208,F00925,2026-01-01,0
A0013725,C0056,E00264,P0208,F00925,2026-02-01,0
A0013726,C0056,E00264,P0208,F00925,2026-03-01,0
A0013727,C0056,E00264,P0208,F00925,2026-04-01,0
A0013728,C0056,E00264,P0208,F00925,2026-05-01,69853
A0013729,C0056,E00264,P0208,F00925,2026-06-01,86648
A0013730,C0056,E00264,P0208,F00926,2025-07-01,0
A0013731,C0056,E00264,P0208,F00926,2025-08-01,0
A0013732,C0056,E00264,P0208,F00926,2025-09-01,0
A0013733,C0056,E00264,P0208,F00926,2025-10-01,0
A0013734,C0056,E00264,P0208,F00926,2025-11-01,0
A0013735,C0056,E00264,P0208,F00926,2025-12-01,0
A0013736,C0056,E00264,P0208,F00926,2026-01-01,0
A0013737,C0056,E00264,P0208,F00926,2026-02-01,0
A0013738,C0056,E00264,P0208,F00926,2026-03-01,0
A0013739,C0056,E00264,P0208,F00926,2026-04-01,0
A0013740,C0056,E00264,P0208,F00926,2026-05-01,0
A0013741,C0056,E00264,P0208,F00926,2026-06-01,0
A0013742,C0056,E00264,P0208,F00927,2025-07-01,0
A0013743,C0056,E00264,P0208,F00927,2025-08-01,0
A0013744,C0056,E00264,P0208,F00927,2025-09-01,0
A0013745,C0056,E00264,P0208,F00927,2025-10-01,0
A0013746,C0056,E00264,P0208,F00927,2025-11-01,0
A0013747,C0056,E00264,P0208,F00927,2025-12-01,0
A0013748,C0056,E00264,P0208,F00927,2026-01-01,0
A0013749,C0056,E00264,P0208,F00927,2026-02-01,0
A0013750,C0056,E00264,P0208,F00927,2026-03-01,0
A0013751,C0056,E00264,P0208,F00927,2026-04-01,0
A0013752,C0056,E00264,P0208,F00927,2026-05-01,0
A0013753,C0056,E00264,P0208,F00927,2026-06-01,0
A0013754,C0056,E00264,P0208,F00928,2025-07-01,0
A0013755,C0056,E00264,P0208,F00928,2025-08-01,0
A0013756,C0056,E00264,P0208,F00928,2025-09-01,101479
A0013757,C0056,E00264,P0208,F00928,2025-10-01,181940
A0013758,C0056,E00264,P0208,F00928,2025-11-01,180433
A0013759,C0056,E00264,P0208,F00928,2025-12-01,153209
A0013760,C0056,E00264,P0208,F00928,2026-01-01,190265
A0013761,C0056,E00264,P0208,F00928,2026-02-01,135001
A0013762,C0056,E00264,P0208,F00928,2026-03-01,91291
A0013763,C0056,E00264,P0208,F00928,2026-04-01,146744
A0013764,C0056,E00264,P0208,F00928,2026-05-01,206739
A0013765,C0056,E00264,P0208,F00928,2026-06-01,56084
A0013766,C0056,E00264,P0208,F00929,2025-07-01,0
A0013767,C0056,E00264,P0208,F00929,2025-08-01,0
A0013768,C0056,E00264,P0208,F00929,2025-09-01,0
A0013769,C0056,E00264,P0208,F00929,2025-10-01,0
A0013770,C0056,E00264,P0208,F00929,2025-11-01,0
A0013771,C0056,E00264,P0208,F00929,2025-12-01,0
A0013772,C0056,E00264,P0208,F00929,2026-01-01,0
A0013773,C0056,E00264,P0208,F00929,2026-02-01,0
A0013774,C0056,E00264,P0208,F00929,2026-03-01,0
A0013775,C0056,E00264,P0208,F00929,2026-04-01,0
A0013776,C0056,E00264,P0208,F00929,2026-05-01,0
A0013777,C0056,E00264,P0208,F00929,2026-06-01,0
A0013778,C0056,E00265,P0162,F00723,2025-07-01,0
A0013779,C0056,E00265,P0162,F00723,2025-08-01,0
A0013780,C0056,E00265,P0162,F00723,2025-09-01,141796
A0013781,C0056,E00265,P0162,F00723,2025-10-01,96089
A0013782,C0056,E00265,P0162,F00723,2025-11-01,138245
A0013783,C0056,E00265,P0162,F00723,2025-12-01,138333
A0013784,C0056,E00265,P0162,F00723,2026-01-01,51929
A0013785,C0056,E00265,P0162,F00723,2026-02-01,119571
A0013786,C0056,E00265,P0162,F00723,2026-03-01,86219
A0013787,C0056,E00265,P0162,F00723,2026-04-01,110765
A0013788,C0056,E00265,P0162,F00723,2026-05-01,50428
A0013789,C0056,E00265,P0162,F00723,2026-06-01,116271
A0013790,C0056,E00265,P0162,F00724,2025-07-01,0
A0013791,C0056,E00265,P0162,F00724,2025-08-01,0
A0013792,C0056,E00265,P0162,F00724,2025-09-01,0
A0013793,C0056,E00265,P0162,F00724,2025-10-01,0
A0013794,C0056,E00265,P0162,F00724,2025-11-01,0
A0013795,C0056,E00265,P0162,F00724,2025-12-01,0
A0013796,C0056,E00265,P0162,F00724,2026-01-01,0
A0013797,C0056,E00265,P0162,F00724,2026-02-01,0
A0013798,C0056,E00265,P0162,F00724,2026-03-01,0
A0013799,C0056,E00265,P0162,F00724,2026-04-01,0
A0013800,C0056,E00265,P0162,F00724,2026-05-01,0
